SalesOrderID;OrderDate;QtyVsDate;CustomerID;QtyVsRegion;SalesOrderDetailID;ProductID;ABC;OrderQty;Discount;UnitCost;LineCost;UnitPrice;LineTotal;Gross Profit;Country;Month;Channel;LastLine
202921;01.01.2012;87%;169;5%;136044;765;36%;1;1%;146,01198;146,01198;243,0399804;243,0399804;97,02800036;Luxembourg;Jan 08;Online Shop;TRUE
202922;01.01.2012;87%;274;60%;136045;732;87%;41;12%;105,64182;4331,31462;148,4786445;6087,624424;1756,309804;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136046;741;77%;20;19%;21,20433;424,0866;316,7331703;6334,663406;5910,576806;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136047;806;11%;2;19%;13,62504;27,25008;26,18297674;52,36595347;25,11587347;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136048;741;77%;46;14%;21,20433;975,39918;336,3348524;15471,40321;14496,00403;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136049;854;5%;8;12%;9,28002;74,24016;20,86324619;166,9059695;92,66580955;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136050;933;1%;1;17%;3,65772;3,65772;8,564404527;8,564404527;4,906684527;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136051;927;1%;1;12%;4,10355;4,10355;62,62612278;62,62612278;58,52257278;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136052;994;1%;1;13%;7,19148;7,19148;13,31680111;13,31680111;6,125321107;Poland;Jan 08;Online Shop;FALSE
202922;01.01.2012;87%;274;60%;136053;800;13%;7;12%;213,92394;1497,46758;279,4600019;1956,220013;458,7524334;Poland;Jan 08;Online Shop;TRUE
202923;01.01.2012;87%;673;23%;136054;763;38%;19;8%;146,01198;2774,22762;227,2233113;4317,242914;1543,015294;Denmark;Jan 08;Fax/Phone/Mail;TRUE
202924;02.01.2012;87%;556;100%;136055;933;1%;1;29%;3,65772;3,65772;7,324168393;7,324168393;3,666448393;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136056;954;1%;1;35%;444,58137;444,58137;490,336716;490,336716;45,75534599;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136057;905;2%;4;29%;59,81271;239,25084;73,98404284;295,9361714;56,68533136;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136058;993;1%;1;20%;88,37391;88,37391;135,4314276;135,4314276;47,05751764;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136059;800;13%;28;30%;213,92394;5989,87032;222,4678148;6229,098815;239,2284953;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136060;823;8%;15;30%;11,68764;175,3146;19,46914694;292,0372041;116,7226041;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136061;791;18%;6;21%;455,63592;2733,81552;550,2093905;3301,256343;567,4408229;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136062;757;45%;152;34%;265,41249;40342,69848;272,639408;41441,19002;1098,49154;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136063;930;1%;2;34%;1,19112;2,38224;7,273219523;14,54643905;12,16419905;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136064;773;28%;72;24%;573,64632;41302,53504;739,775901;53263,86487;11961,32983;Germany;Jan 08;Fax/Phone/Mail;FALSE
202924;02.01.2012;87%;556;100%;136065;859;4%;6;24%;2,74779;16,48674;5,297757183;31,7865431;15,2998031;Germany;Jan 08;Fax/Phone/Mail;TRUE
202925;02.01.2012;87%;255;55%;136066;785;21%;32;17%;179,53062;5744,97984;254,5822773;8146,632874;2401,653034;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136067;991;1%;1;13%;88,37391;88,37391;148,7102984;148,7102984;60,33638837;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136068;910;2%;2;12%;7,01166;14,02332;13,24079582;26,48159164;12,45827164;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136069;820;8%;15;13%;43,96398;659,4597;90,66339493;1359,950924;700,4912239;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136070;995;1%;1;10%;13,48518;13,48518;25,93035148;25,93035148;12,44517148;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136071;919;1%;2;13%;43,37814;86,75628;65,45103374;130,9020675;44,14578747;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136072;951;1%;1;10%;53,94468;53,94468;114,9183656;114,9183656;60,9736856;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136073;890;2%;2;15%;180,52311;361,04622;269,702406;539,4048119;178,3585919;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136074;988;1%;1;16%;92,46537;92,46537;150,3147951;150,3147951;57,84942509;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136075;925;1%;1;18%;4,10355;4,10355;58,50111361;58,50111361;54,39756361;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136076;777;25%;43;13%;569,42832;24485,41776;835,473283;35925,35117;11439,93341;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136077;840;6%;5;11%;260,59026;1302,9513;361,5151414;1807,575707;504,6244071;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136078;749;61%;53;17%;651,38826;34523,57778;851,2464964;45116,06431;10592,48653;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136079;894;2%;1;13%;16,17846;16,17846;33,2731731;33,2731731;17,0947131;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136080;952;1%;1;13%;2,69598;2,69598;5,535724131;5,535724131;2,839744131;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136081;931;1%;1;18%;2,41119;2,41119;5,529458571;5,529458571;3,118268571;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136082;788;19%;19;19%;179,53062;3411,08178;248,8314012;4727,796622;1316,714842;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136083;932;1%;1;15%;2,80389;2,80389;6,699200221;6,699200221;3,895310221;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136084;923;1%;2;17%;0,55989;1,11978;0,271381996;0,542763993;-0,577016007;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136085;710;100%;160;12%;10,2;1632;25,10385415;4016,616664;2384,616664;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136086;753;53%;18;16%;651,38826;11724,98868;853,4018185;15361,23273;3636,244053;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136087;945;1%;1;18%;12,18648;12,18648;23,74376635;23,74376635;11,55728635;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136088;845;5%;9;14%;3,09252;27,83268;6,741807083;60,67626375;32,84358375;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136089;835;6%;1;10%;108,28284;108,28284;152,8877167;152,8877167;44,60487673;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136090;842;6%;5;14%;15,46875;77,34375;34,04993418;170,2496709;92,90592088;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136091;727;92%;8;16%;56,14713;449,17704;80,97013525;647,761082;198,584042;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136092;872;3%;6;12%;1,00869;6,05214;0,300342689;1,802056133;-4,250083867;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136093;901;2%;1;13%;59,95557;59,95557;91,28022515;91,28022515;31,32465515;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136094;963;1%;1;17%;138,43344;138,43344;195,1817077;195,1817077;56,74826771;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136095;831;7%;3;15%;55,74579;167,23737;84,0152677;252,0458031;84,8084331;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136096;901;2%;1;10%;59,95557;59,95557;94,20666662;94,20666662;34,25109662;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136097;751;57%;34;10%;651,38826;22147,20084;920,5827504;31299,81351;9152,612675;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136098;821;8%;2;18%;29,03892;58,07784;56,17681057;112,3536211;54,27578115;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136099;722;97%;108;12%;61,38753;6629,85324;84,2201953;9095,781092;2465,927852;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136100;971;1%;1;19%;226,54524;226,54524;311,3238525;311,3238525;84,77861247;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136101;866;4%;1;18%;0,71247;0,71247;16,40133578;16,40133578;15,68886578;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136102;912;2%;1;10%;5,21346;5,21346;10,01883004;10,01883004;4,805370039;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136103;779;24%;41;17%;379,68585;15567,11985;549,05864;22511,40424;6944,284388;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136104;836;6%;1;16%;108,28284;108,28284;141,9843103;141,9843103;33,70147033;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136105;746;67%;92;10%;22,17123;2039,75316;345,1753244;31756,12984;29716,37668;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136106;732;87%;108;18%;105,64182;11409,31656;138,3549971;14942,33968;3533,023122;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136107;767;34%;11;17%;146,01198;1606,13178;205,2125737;2257,338311;651,2065312;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136108;846;5%;1;15%;1,73127;1,73127;3,72638792;3,72638792;1,99511792;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136109;792;17%;3;19%;466,48437;1399,45311;566,4554466;1699,36634;299,9132297;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136110;964;1%;1;16%;138,43344;138,43344;196,1977288;196,1977288;57,76428875;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136111;800;13%;24;13%;213,92394;5134,17456;276,7740026;6642,576063;1508,401503;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136112;887;2%;1;19%;180,52311;180,52311;257,3636458;257,3636458;76,84053582;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136113;845;5%;7;15%;3,09252;21,64764;6,668752925;46,68127048;25,03363048;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136114;680;100%;186;18%;317,793;59109,498;334,6779525;62250,09917;3140,601171;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136115;997;1%;1;15%;103,09488;103,09488;145,1274584;145,1274584;42,03257839;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136116;720;98%;138;11%;260,59026;35961,45588;361,8834;49939,9092;13978,45332;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136117;799;14%;1;18%;213,92394;213,92394;262,3090285;262,3090285;48,38508847;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136118;923;1%;2;17%;0,55989;1,11978;0,27040382;0,54080764;-0,57897236;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136119;885;3%;1;17%;180,52311;180,52311;261,765336;261,765336;81,242226;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136120;738;81%;56;10%;61,38753;3437,70168;86,14853726;4824,318087;1386,616407;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136121;840;6%;8;19%;260,59026;2084,72208;332,2610875;2658,0887;573,36662;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136122;978;1%;1;18%;138,43344;138,43344;192,1156783;192,1156783;53,68223832;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136123;829;7%;6;11%;32,63532;195,81192;69,04302636;414,2581581;218,4462381;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136124;999;1%;1;18%;103,09488;103,09488;139,8331891;139,8331891;36,73830908;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136125;874;3%;3;14%;1,00869;3,02607;0,278935546;0,836806637;-2,189263363;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136126;803;12%;22;19%;23,37528;514,25616;45,00057979;990,0127553;475,7565953;Italy;Jan 08;Online Shop;FALSE
202925;02.01.2012;87%;255;55%;136127;993;1%;1;14%;88,37391;88,37391;145,8292869;145,8292869;57,45537693;Italy;Jan 08;Online Shop;TRUE
